instant,dteday,season,yr,mnth,hr,weekday,daystatus,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,level_pengguna
14729,2012-09-10,Fall,2012,September,21,Senin,Workingday,clear,0.56,0.5303,0.49,0.1642,29,256,285,High
14730,2012-09-10,Fall,2012,September,22,Senin,Workingday,clear,0.54,0.5152,0.52,0.1343,15,144,159,Middle
14731,2012-09-10,Fall,2012,September,23,Senin,Workingday,clear,0.54,0.5152,0.52,0.0,7,86,93,Middle
14732,2012-09-11,Fall,2012,September,0,Selasa,Workingday,clear,0.52,0.5,0.59,0.1045,5,27,32,Low
14733,2012-09-11,Fall,2012,September,1,Selasa,Workingday,clear,0.5,0.4848,0.63,0.0,0,10,10,Low
14734,2012-09-11,Fall,2012,September,2,Selasa,Workingday,clear,0.48,0.4697,0.77,0.1642,1,5,6,Low
14735,2012-09-11,Fall,2012,September,3,Selasa,Workingday,clear,0.48,0.4697,0.67,0.1343,1,7,8,Low
14736,2012-09-11,Fall,2012,September,4,Selasa,Workingday,clear,0.48,0.4697,0.72,0.1045,1,8,9,Low
14737,2012-09-11,Fall,2012,September,5,Selasa,Workingday,clear,0.46,0.4545,0.72,0.0896,3,41,44,Middle
14738,2012-09-11,Fall,2012,September,6,Selasa,Workingday,clear,0.46,0.4545,0.77,0.1045,11,200,211,Middle
14739,2012-09-11,Fall,2012,September,7,Selasa,Workingday,clear,0.5,0.4848,0.72,0.1045,24,572,596,High
14740,2012-09-11,Fall,2012,September,8,Selasa,Workingday,clear,0.54,0.5152,0.68,0.0896,48,702,750,High
14741,2012-09-11,Fall,2012,September,9,Selasa,Workingday,clear,0.6,0.6212,0.49,0.0,35,323,358,High
14742,2012-09-11,Fall,2012,September,10,Selasa,Workingday,clear,0.62,0.6212,0.38,0.0,54,142,196,Middle
14743,2012-09-11,Fall,2012,September,11,Selasa,Workingday,clear,0.64,0.6212,0.33,0.0896,60,187,247,Middle
14744,2012-09-11,Fall,2012,September,12,Selasa,Workingday,clear,0.64,0.6212,0.33,0.0,62,254,316,High
14745,2012-09-11,Fall,2012,September,13,Selasa,Workingday,clear,0.66,0.6212,0.29,0.0896,72,256,328,High
14746,2012-09-11,Fall,2012,September,14,Selasa,Workingday,clear,0.68,0.6212,0.3,0.0896,74,181,255,Middle
14747,2012-09-11,Fall,2012,September,15,Selasa,Workingday,clear,0.7,0.6364,0.28,0.1045,73,253,326,High
14748,2012-09-11,Fall,2012,September,16,Selasa,Workingday,clear,0.7,0.6364,0.28,0.1343,99,437,536,High
14749,2012-09-11,Fall,2012,September,17,Selasa,Workingday,clear,0.7,0.6364,0.28,0.0,168,802,970,High
14750,2012-09-11,Fall,2012,September,18,Selasa,Workingday,clear,0.64,0.6212,0.36,0.1642,110,767,877,High
14751,2012-09-11,Fall,2012,September,19,Selasa,Workingday,clear,0.62,0.6212,0.41,0.194,56,540,596,High
14752,2012-09-11,Fall,2012,September,20,Selasa,Workingday,clear,0.58,0.5455,0.56,0.1343,40,421,461,High
14753,2012-09-11,Fall,2012,September,21,Selasa,Workingday,clear,0.56,0.5303,0.6,0.1045,28,282,310,High
14754,2012-09-11,Fall,2012,September,22,Selasa,Workingday,clear,0.56,0.5303,0.64,0.1045,27,189,216,Middle
14755,2012-09-11,Fall,2012,September,23,Selasa,Workingday,clear,0.54,0.5152,0.68,0.1045,18,91,109,Middle
14756,2012-09-12,Fall,2012,September,0,Rabu,Workingday,clear,0.52,0.5,0.72,0.1045,8,41,49,Middle
14757,2012-09-12,Fall,2012,September,1,Rabu,Workingday,clear,0.52,0.5,0.72,0.1045,2,19,21,Low
14758,2012-09-12,Fall,2012,September,2,Rabu,Workingday,clear,0.52,0.5,0.72,0.0896,2,9,11,Low
14759,2012-09-12,Fall,2012,September,3,Rabu,Workingday,clear,0.5,0.4848,0.77,0.0896,0,7,7,Low
14760,2012-09-12,Fall,2012,September,4,Rabu,Workingday,clear,0.5,0.4848,0.72,0.0896,0,5,5,Low
14761,2012-09-12,Fall,2012,September,5,Rabu,Workingday,clear,0.5,0.4848,0.72,0.0896,4,44,48,Middle
14762,2012-09-12,Fall,2012,September,6,Rabu,Workingday,clear,0.5,0.4848,0.72,0.0896,6,199,205,Middle
14763,2012-09-12,Fall,2012,September,7,Rabu,Workingday,clear,0.52,0.5,0.72,0.0,24,533,557,High
14764,2012-09-12,Fall,2012,September,8,Rabu,Workingday,clear,0.56,0.5303,0.64,0.1045,43,727,770,High
14765,2012-09-12,Fall,2012,September,9,Rabu,Workingday,clear,0.6,0.6061,0.64,0.1343,50,278,328,High
14766,2012-09-12,Fall,2012,September,10,Rabu,Workingday,clear,0.62,0.6061,0.61,0.1343,57,148,205,Middle
14767,2012-09-12,Fall,2012,September,11,Rabu,Workingday,clear,0.66,0.6212,0.5,0.194,51,181,232,Middle
14768,2012-09-12,Fall,2012,September,12,Rabu,Workingday,clear,0.68,0.6364,0.36,0.1343,88,264,352,High
14769,2012-09-12,Fall,2012,September,13,Rabu,Workingday,clear,0.7,0.6364,0.34,0.1343,85,238,323,High
14770,2012-09-12,Fall,2012,September,14,Rabu,Workingday,clear,0.7,0.6364,0.37,0.1642,78,200,278,Middle
14771,2012-09-12,Fall,2012,September,15,Rabu,Workingday,clear,0.72,0.6515,0.37,0.1343,75,243,318,High
14772,2012-09-12,Fall,2012,September,16,Rabu,Workingday,clear,0.72,0.6515,0.37,0.1642,90,419,509,High
14773,2012-09-12,Fall,2012,September,17,Rabu,Workingday,clear,0.7,0.6364,0.41,0.2985,114,811,925,High
14774,2012-09-12,Fall,2012,September,18,Rabu,Workingday,clear,0.66,0.6212,0.44,0.2537,91,886,977,High
14775,2012-09-12,Fall,2012,September,19,Rabu,Workingday,clear,0.64,0.6212,0.5,0.194,78,557,635,High
14776,2012-09-12,Fall,2012,September,20,Rabu,Workingday,clear,0.62,0.6212,0.57,0.1343,38,432,470,High
14777,2012-09-12,Fall,2012,September,21,Rabu,Workingday,clear,0.6,0.6061,0.6,0.1343,27,279,306,High
14778,2012-09-12,Fall,2012,September,22,Rabu,Workingday,clear,0.56,0.5303,0.64,0.0896,23,189,212,Middle
14779,2012-09-12,Fall,2012,September,23,Rabu,Workingday,clear,0.56,0.5303,0.68,0.1045,16,111,127,Middle
14780,2012-09-13,Fall,2012,September,0,Kamis,Workingday,clear,0.56,0.5303,0.73,0.0896,11,46,57,Middle
14781,2012-09-13,Fall,2012,September,1,Kamis,Workingday,clear,0.54,0.5152,0.77,0.0896,6,22,28,Low
14782,2012-09-13,Fall,2012,September,2,Kamis,Workingday,clear,0.54,0.5152,0.77,0.0,0,9,9,Low
14783,2012-09-13,Fall,2012,September,3,Kamis,Workingday,clear,0.52,0.5,0.83,0.0,2,9,11,Low
14784,2012-09-13,Fall,2012,September,4,Kamis,Workingday,clear,0.52,0.5,0.83,0.0,0,6,6,Low
14785,2012-09-13,Fall,2012,September,5,Kamis,Workingday,clear,0.52,0.5,0.83,0.0,3,54,57,Middle
14786,2012-09-13,Fall,2012,September,6,Kamis,Workingday,clear,0.5,0.4848,0.82,0.0,9,186,195,Middle
14787,2012-09-13,Fall,2012,September,7,Kamis,Workingday,clear,0.54,0.5152,0.77,0.0,22,549,571,High
14788,2012-09-13,Fall,2012,September,8,Kamis,Workingday,clear,0.56,0.5303,0.73,0.0,33,725,758,High
14789,2012-09-13,Fall,2012,September,9,Kamis,Workingday,clear,0.6,0.6061,0.64,0.0896,46,292,338,High
14790,2012-09-13,Fall,2012,September,10,Kamis,Workingday,clear,0.64,0.6212,0.61,0.0896,63,149,212,Middle
14791,2012-09-13,Fall,2012,September,11,Kamis,Workingday,clear,0.66,0.6212,0.5,0.1642,71,183,254,Middle
14792,2012-09-13,Fall,2012,September,12,Kamis,Workingday,clear,0.68,0.6364,0.44,0.1045,57,240,297,High
14793,2012-09-13,Fall,2012,September,13,Kamis,Workingday,clear,0.7,0.6364,0.42,0.0,60,223,283,High
14794,2012-09-13,Fall,2012,September,14,Kamis,Workingday,clear,0.72,0.6515,0.39,0.1343,60,214,274,Middle
14795,2012-09-13,Fall,2012,September,15,Kamis,Workingday,clear,0.72,0.6515,0.42,0.1045,99,253,352,High
14796,2012-09-13,Fall,2012,September,16,Kamis,Workingday,clear,0.72,0.6515,0.39,0.0896,85,406,491,High
14797,2012-09-13,Fall,2012,September,17,Kamis,Workingday,clear,0.72,0.6515,0.42,0.194,97,787,884,High
14798,2012-09-13,Fall,2012,September,18,Kamis,Workingday,clear,0.68,0.6364,0.57,0.2537,108,744,852,High
14799,2012-09-13,Fall,2012,September,19,Kamis,Workingday,clear,0.64,0.6061,0.65,0.1343,80,594,674,High
14800,2012-09-13,Fall,2012,September,20,Kamis,Workingday,clear,0.62,0.6061,0.69,0.1045,55,408,463,High
14801,2012-09-13,Fall,2012,September,21,Kamis,Workingday,clear,0.62,0.6061,0.65,0.1045,26,291,317,High
14802,2012-09-13,Fall,2012,September,22,Kamis,Workingday,clear,0.6,0.5909,0.69,0.1343,28,223,251,Middle
14803,2012-09-13,Fall,2012,September,23,Kamis,Workingday,clear,0.58,0.5455,0.73,0.1045,33,137,170,Middle
14804,2012-09-14,Fall,2012,September,0,Jumat,Workingday,clear,0.56,0.5303,0.73,0.0896,24,63,87,Middle
14805,2012-09-14,Fall,2012,September,1,Jumat,Workingday,clear,0.56,0.5303,0.73,0.0896,6,35,41,Middle
14806,2012-09-14,Fall,2012,September,2,Jumat,Workingday,clear,0.56,0.5303,0.73,0.0,7,23,30,Low
14807,2012-09-14,Fall,2012,September,3,Jumat,Workingday,clear,0.54,0.5152,0.77,0.0,5,9,14,Low
14808,2012-09-14,Fall,2012,September,4,Jumat,Workingday,clear,0.54,0.5152,0.77,0.0,1,11,12,Low
14809,2012-09-14,Fall,2012,September,5,Jumat,Workingday,clear,0.54,0.5152,0.83,0.0,1,40,41,Middle
14810,2012-09-14,Fall,2012,September,6,Jumat,Workingday,clear,0.54,0.5152,0.88,0.0,8,144,152,Middle
14811,2012-09-14,Fall,2012,September,7,Jumat,Workingday,mist,0.56,0.5303,0.88,0.0,17,437,454,High
14812,2012-09-14,Fall,2012,September,8,Jumat,Workingday,mist,0.6,0.5758,0.78,0.1642,51,715,766,High
14813,2012-09-14,Fall,2012,September,9,Jumat,Workingday,mist,0.62,0.5909,0.78,0.1642,46,301,347,High
14814,2012-09-14,Fall,2012,September,10,Jumat,Workingday,mist,0.68,0.6364,0.65,0.0,75,171,246,Middle
14815,2012-09-14,Fall,2012,September,11,Jumat,Workingday,mist,0.68,0.6364,0.61,0.1045,84,196,280,Middle
14816,2012-09-14,Fall,2012,September,12,Jumat,Workingday,mist,0.7,0.6515,0.54,0.194,119,290,409,High
14817,2012-09-14,Fall,2012,September,13,Jumat,Workingday,mist,0.7,0.6515,0.54,0.194,107,301,408,High
14818,2012-09-14,Fall,2012,September,14,Jumat,Workingday,mist,0.72,0.6515,0.45,0.1642,113,258,371,High
14819,2012-09-14,Fall,2012,September,15,Jumat,Workingday,mist,0.72,0.6667,0.48,0.1343,94,273,367,High
14820,2012-09-14,Fall,2012,September,16,Jumat,Workingday,mist,0.72,0.6667,0.51,0.0,109,454,563,High
14821,2012-09-14,Fall,2012,September,17,Jumat,Workingday,clear,0.72,0.6667,0.51,0.194,137,757,894,High
14822,2012-09-14,Fall,2012,September,18,Jumat,Workingday,clear,0.72,0.6515,0.45,0.2239,116,692,808,High
14823,2012-09-14,Fall,2012,September,19,Jumat,Workingday,clear,0.68,0.6364,0.57,0.1642,83,496,579,High
14824,2012-09-14,Fall,2012,September,20,Jumat,Workingday,clear,0.66,0.6212,0.61,0.1045,67,337,404,High
14825,2012-09-14,Fall,2012,September,21,Jumat,Workingday,clear,0.64,0.6061,0.73,0.2239,42,270,312,High
14826,2012-09-14,Fall,2012,September,22,Jumat,Workingday,clear,0.62,0.5758,0.83,0.194,40,189,229,Middle
14827,2012-09-14,Fall,2012,September,23,Jumat,Workingday,clear,0.62,0.5909,0.78,0.0896,27,168,195,Middle
14828,2012-09-15,Fall,2012,September,0,Sabtu,Holiday,clear,0.6,0.5606,0.83,0.1045,38,169,207,Middle
14829,2012-09-15,Fall,2012,September,1,Sabtu,Holiday,clear,0.6,0.5909,0.73,0.0,8,101,109,Middle
14830,2012-09-15,Fall,2012,September,2,Sabtu,Holiday,clear,0.58,0.5455,0.78,0.1045,18,75,93,Middle
14831,2012-09-15,Fall,2012,September,3,Sabtu,Holiday,clear,0.6,0.5909,0.73,0.2537,6,31,37,Low
14832,2012-09-15,Fall,2012,September,4,Sabtu,Holiday,mist,0.6,0.5909,0.69,0.3582,3,3,6,Low
14833,2012-09-15,Fall,2012,September,5,Sabtu,Holiday,clear,0.58,0.5455,0.6,0.5224,1,15,16,Low
14834,2012-09-15,Fall,2012,September,6,Sabtu,Holiday,clear,0.54,0.5152,0.49,0.4179,6,27,33,Low
14835,2012-09-15,Fall,2012,September,7,Sabtu,Holiday,clear,0.54,0.5152,0.52,0.2836,10,63,73,Middle
14836,2012-09-15,Fall,2012,September,8,Sabtu,Holiday,clear,0.56,0.5303,0.49,0.4179,43,169,212,Middle
14837,2012-09-15,Fall,2012,September,9,Sabtu,Holiday,clear,0.6,0.6212,0.43,0.4179,79,263,342,High
14838,2012-09-15,Fall,2012,September,10,Sabtu,Holiday,clear,0.62,0.6212,0.41,0.3881,119,323,442,High
14839,2012-09-15,Fall,2012,September,11,Sabtu,Holiday,clear,0.64,0.6212,0.38,0.3881,228,399,627,High
14840,2012-09-15,Fall,2012,September,12,Sabtu,Holiday,clear,0.66,0.6212,0.36,0.3582,287,419,706,High
14841,2012-09-15,Fall,2012,September,13,Sabtu,Holiday,clear,0.68,0.6364,0.36,0.194,327,377,704,High
14842,2012-09-15,Fall,2012,September,14,Sabtu,Holiday,clear,0.68,0.6364,0.34,0.3284,325,390,715,High
14843,2012-09-15,Fall,2012,September,15,Sabtu,Holiday,mist,0.68,0.6364,0.34,0.2836,312,342,654,High
14844,2012-09-15,Fall,2012,September,16,Sabtu,Holiday,mist,0.66,0.6212,0.36,0.2239,350,433,783,High
14845,2012-09-15,Fall,2012,September,17,Sabtu,Holiday,mist,0.66,0.6212,0.36,0.2537,295,434,729,High
14846,2012-09-15,Fall,2012,September,18,Sabtu,Holiday,mist,0.64,0.6212,0.36,0.2836,232,382,614,High
14847,2012-09-15,Fall,2012,September,19,Sabtu,Holiday,clear,0.62,0.6212,0.41,0.1642,169,309,478,High
14848,2012-09-15,Fall,2012,September,20,Sabtu,Holiday,clear,0.6,0.6212,0.43,0.0896,89,241,330,High
14849,2012-09-15,Fall,2012,September,21,Sabtu,Holiday,clear,0.56,0.5303,0.52,0.1045,86,210,296,High
14850,2012-09-15,Fall,2012,September,22,Sabtu,Holiday,clear,0.56,0.5303,0.52,0.0,82,197,279,Middle
14851,2012-09-15,Fall,2012,September,23,Sabtu,Holiday,clear,0.54,0.5152,0.6,0.0,47,182,229,Middle
14852,2012-09-16,Fall,2012,September,0,Minggu,Holiday,clear,0.54,0.5152,0.64,0.0,28,123,151,Middle
14853,2012-09-16,Fall,2012,September,1,Minggu,Holiday,clear,0.54,0.5152,0.64,0.0,35,82,117,Middle
14854,2012-09-16,Fall,2012,September,2,Minggu,Holiday,clear,0.52,0.5,0.63,0.0,27,62,89,Middle
14855,2012-09-16,Fall,2012,September,3,Minggu,Holiday,clear,0.5,0.4848,0.68,0.0,10,38,48,Middle
14856,2012-09-16,Fall,2012,September,4,Minggu,Holiday,clear,0.5,0.4848,0.72,0.0,2,6,8,Low
14857,2012-09-16,Fall,2012,September,5,Minggu,Holiday,clear,0.5,0.4848,0.72,0.0,3,10,13,Low
14858,2012-09-16,Fall,2012,September,6,Minggu,Holiday,clear,0.5,0.4848,0.72,0.0,9,26,35,Low
14859,2012-09-16,Fall,2012,September,7,Minggu,Holiday,clear,0.5,0.4848,0.77,0.1045,28,43,71,Middle
14860,2012-09-16,Fall,2012,September,8,Minggu,Holiday,clear,0.54,0.5152,0.64,0.1642,34,94,128,Middle
14861,2012-09-16,Fall,2012,September,9,Minggu,Holiday,clear,0.58,0.5455,0.6,0.1343,70,226,296,High
14862,2012-09-16,Fall,2012,September,10,Minggu,Holiday,clear,0.62,0.6212,0.5,0.1045,160,330,490,High
14863,2012-09-16,Fall,2012,September,11,Minggu,Holiday,clear,0.64,0.6212,0.47,0.1642,183,376,559,High
14864,2012-09-16,Fall,2012,September,12,Minggu,Holiday,clear,0.66,0.6212,0.44,0.1642,188,468,656,High
14865,2012-09-16,Fall,2012,September,13,Minggu,Holiday,clear,0.64,0.6212,0.41,0.1642,240,454,694,High
14866,2012-09-16,Fall,2012,September,14,Minggu,Holiday,clear,0.66,0.6212,0.39,0.1343,225,410,635,High
14867,2012-09-16,Fall,2012,September,15,Minggu,Holiday,clear,0.64,0.6212,0.41,0.1642,215,342,557,High
14868,2012-09-16,Fall,2012,September,16,Minggu,Holiday,clear,0.64,0.6212,0.44,0.1642,194,402,596,High
14869,2012-09-16,Fall,2012,September,17,Minggu,Holiday,clear,0.66,0.6212,0.41,0.0,177,393,570,High
14870,2012-09-16,Fall,2012,September,18,Minggu,Holiday,clear,0.62,0.6212,0.5,0.1642,120,361,481,High
14871,2012-09-16,Fall,2012,September,19,Minggu,Holiday,clear,0.62,0.6212,0.5,0.1343,91,312,403,High
14872,2012-09-16,Fall,2012,September,20,Minggu,Holiday,clear,0.6,0.6212,0.53,0.1045,57,267,324,High
14873,2012-09-16,Fall,2012,September,21,Minggu,Holiday,clear,0.6,0.6212,0.56,0.1045,43,148,191,Middle
14874,2012-09-16,Fall,2012,September,22,Minggu,Holiday,clear,0.56,0.5303,0.68,0.0896,18,109,127,Middle
14875,2012-09-16,Fall,2012,September,23,Minggu,Holiday,clear,0.54,0.5152,0.68,0.1045,9,85,94,Middle
14876,2012-09-17,Fall,2012,September,0,Senin,Workingday,clear,0.54,0.5152,0.68,0.1642,14,31,45,Middle
14877,2012-09-17,Fall,2012,September,1,Senin,Workingday,clear,0.52,0.5,0.72,0.0896,9,12,21,Low
14878,2012-09-17,Fall,2012,September,2,Senin,Workingday,clear,0.52,0.5,0.72,0.0,5,8,13,Low
14879,2012-09-17,Fall,2012,September,3,Senin,Workingday,clear,0.5,0.4848,0.77,0.0896,0,7,7,Low
14880,2012-09-17,Fall,2012,September,4,Senin,Workingday,clear,0.5,0.4848,0.77,0.0,2,9,11,Low
14881,2012-09-17,Fall,2012,September,5,Senin,Workingday,clear,0.48,0.4697,0.82,0.0896,1,44,45,Middle
14882,2012-09-17,Fall,2012,September,6,Senin,Workingday,clear,0.48,0.4697,0.82,0.0,7,157,164,Middle
14883,2012-09-17,Fall,2012,September,7,Senin,Workingday,clear,0.52,0.5,0.77,0.0,18,474,492,High
14884,2012-09-17,Fall,2012,September,8,Senin,Workingday,clear,0.54,0.5152,0.77,0.0896,36,647,683,High
14885,2012-09-17,Fall,2012,September,9,Senin,Workingday,clear,0.58,0.5455,0.68,0.1343,34,265,299,High
14886,2012-09-17,Fall,2012,September,10,Senin,Workingday,mist,0.62,0.6061,0.65,0.194,73,129,202,Middle
14887,2012-09-17,Fall,2012,September,11,Senin,Workingday,mist,0.62,0.6061,0.69,0.2239,61,191,252,Middle
14888,2012-09-17,Fall,2012,September,12,Senin,Workingday,mist,0.62,0.6061,0.69,0.194,62,233,295,High
14889,2012-09-17,Fall,2012,September,13,Senin,Workingday,clear,0.64,0.6061,0.65,0.2537,112,231,343,High
14890,2012-09-17,Fall,2012,September,14,Senin,Workingday,mist,0.64,0.6061,0.65,0.2537,129,203,332,High
14891,2012-09-17,Fall,2012,September,15,Senin,Workingday,mist,0.64,0.6061,0.65,0.2537,82,256,338,High
14892,2012-09-17,Fall,2012,September,16,Senin,Workingday,mist,0.64,0.6061,0.69,0.2537,74,379,453,High
14893,2012-09-17,Fall,2012,September,17,Senin,Workingday,mist,0.64,0.6061,0.65,0.2239,102,740,842,High
14894,2012-09-17,Fall,2012,September,18,Senin,Workingday,mist,0.62,0.5909,0.73,0.1642,66,708,774,High
14895,2012-09-17,Fall,2012,September,19,Senin,Workingday,mist,0.62,0.5909,0.73,0.1045,51,435,486,High
14896,2012-09-17,Fall,2012,September,20,Senin,Workingday,mist,0.62,0.5909,0.73,0.1343,32,308,340,High
14897,2012-09-17,Fall,2012,September,21,Senin,Workingday,light snow,0.62,0.5758,0.83,0.2239,28,205,233,Middle
14898,2012-09-17,Fall,2012,September,22,Senin,Workingday,light snow,0.62,0.5758,0.83,0.2537,20,109,129,Middle
14899,2012-09-17,Fall,2012,September,23,Senin,Workingday,light snow,0.6,0.5152,0.94,0.2537,4,66,70,Middle
14900,2012-09-18,Fall,2012,September,0,Selasa,Workingday,light snow,0.6,0.5152,0.94,0.2537,2,11,13,Low
14901,2012-09-18,Fall,2012,September,1,Selasa,Workingday,light snow,0.6,0.5152,0.94,0.194,0,5,5,Low
14902,2012-09-18,Fall,2012,September,2,Selasa,Workingday,light snow,0.6,0.5152,0.94,0.194,0,4,4,Low
14903,2012-09-18,Fall,2012,September,3,Selasa,Workingday,mist,0.62,0.5455,0.94,0.2836,0,6,6,Low
14904,2012-09-18,Fall,2012,September,4,Selasa,Workingday,mist,0.62,0.5455,0.94,0.3582,2,5,7,Low
14905,2012-09-18,Fall,2012,September,5,Selasa,Workingday,mist,0.64,0.5758,0.89,0.3284,3,45,48,Middle
14906,2012-09-18,Fall,2012,September,6,Selasa,Workingday,mist,0.64,0.5758,0.89,0.3284,4,163,167,Middle
14907,2012-09-18,Fall,2012,September,7,Selasa,Workingday,mist,0.64,0.5758,0.89,0.4478,13,343,356,High
14908,2012-09-18,Fall,2012,September,8,Selasa,Workingday,mist,0.66,0.6061,0.83,0.5522,32,640,672,High
14909,2012-09-18,Fall,2012,September,9,Selasa,Workingday,mist,0.66,0.6061,0.83,0.5821,27,266,293,High
14910,2012-09-18,Fall,2012,September,10,Selasa,Workingday,light snow,0.68,0.6364,0.79,0.6418,30,130,160,Middle
14911,2012-09-18,Fall,2012,September,11,Selasa,Workingday,mist,0.68,0.6364,0.79,0.6418,36,115,151,Middle
14912,2012-09-18,Fall,2012,September,12,Selasa,Workingday,light snow,0.68,0.6364,0.83,0.4478,16,72,88,Middle
14913,2012-09-18,Fall,2012,September,13,Selasa,Workingday,mist,0.7,0.6667,0.74,0.5821,17,97,114,Middle
14914,2012-09-18,Fall,2012,September,14,Selasa,Workingday,light snow,0.6,0.5152,0.94,0.4627,27,116,143,Middle
14915,2012-09-18,Fall,2012,September,15,Selasa,Workingday,light snow,0.6,0.5455,0.88,0.2537,1,35,36,Low
14916,2012-09-18,Fall,2012,September,16,Selasa,Workingday,light snow,0.6,0.5455,0.88,0.2985,19,122,141,Middle
14917,2012-09-18,Fall,2012,September,17,Selasa,Workingday,light snow,0.6,0.5455,0.88,0.194,36,302,338,High
14918,2012-09-18,Fall,2012,September,18,Selasa,Workingday,mist,0.6,0.5455,0.88,0.1642,19,262,281,Middle
14919,2012-09-18,Fall,2012,September,19,Selasa,Workingday,mist,0.6,0.5455,0.88,0.2985,22,302,324,High
14920,2012-09-18,Fall,2012,September,20,Selasa,Workingday,mist,0.6,0.5455,0.88,0.194,19,271,290,High
14921,2012-09-18,Fall,2012,September,21,Selasa,Workingday,mist,0.6,0.5455,0.88,0.194,21,186,207,Middle
14922,2012-09-18,Fall,2012,September,22,Selasa,Workingday,light snow,0.58,0.5455,0.83,0.4627,14,137,151,Middle
14923,2012-09-18,Fall,2012,September,23,Selasa,Workingday,mist,0.56,0.5303,0.83,0.2239,11,67,78,Middle
14924,2012-09-19,Fall,2012,September,0,Rabu,Workingday,mist,0.56,0.5303,0.68,0.2836,3,23,26,Low
14925,2012-09-19,Fall,2012,September,1,Rabu,Workingday,mist,0.54,0.5152,0.68,0.2537,0,12,12,Low
14926,2012-09-19,Fall,2012,September,2,Rabu,Workingday,mist,0.54,0.5152,0.64,0.3284,0,3,3,Low
14927,2012-09-19,Fall,2012,September,3,Rabu,Workingday,mist,0.52,0.5,0.63,0.2537,1,4,5,Low
14928,2012-09-19,Fall,2012,September,4,Rabu,Workingday,mist,0.52,0.5,0.68,0.3582,0,10,10,Low
14929,2012-09-19,Fall,2012,September,5,Rabu,Workingday,mist,0.52,0.5,0.68,0.2836,2,54,56,Middle
14930,2012-09-19,Fall,2012,September,6,Rabu,Workingday,clear,0.52,0.5,0.63,0.2537,6,166,172,Middle
14931,2012-09-19,Fall,2012,September,7,Rabu,Workingday,clear,0.52,0.5,0.63,0.2239,16,529,545,High
14932,2012-09-19,Fall,2012,September,8,Rabu,Workingday,clear,0.52,0.5,0.59,0.2239,39,758,797,High
14933,2012-09-19,Fall,2012,September,9,Rabu,Workingday,clear,0.54,0.5152,0.6,0.2537,26,336,362,High
14934,2012-09-19,Fall,2012,September,10,Rabu,Workingday,clear,0.56,0.5303,0.52,0.194,23,169,192,Middle
14935,2012-09-19,Fall,2012,September,11,Rabu,Workingday,clear,0.6,0.6212,0.43,0.2537,44,203,247,Middle
14936,2012-09-19,Fall,2012,September,12,Rabu,Workingday,clear,0.6,0.6212,0.43,0.2537,53,260,313,High
14937,2012-09-19,Fall,2012,September,13,Rabu,Workingday,clear,0.6,0.6212,0.4,0.2537,55,234,289,High
14938,2012-09-19,Fall,2012,September,14,Rabu,Workingday,clear,0.62,0.6212,0.38,0.2537,59,227,286,High
14939,2012-09-19,Fall,2012,September,15,Rabu,Workingday,clear,0.62,0.6212,0.35,0.0,57,254,311,High
14940,2012-09-19,Fall,2012,September,16,Rabu,Workingday,clear,0.62,0.6212,0.35,0.0,69,397,466,High
14941,2012-09-19,Fall,2012,September,17,Rabu,Workingday,clear,0.6,0.6212,0.38,0.2239,74,812,886,High
14942,2012-09-19,Fall,2012,September,18,Rabu,Workingday,clear,0.58,0.5455,0.4,0.2836,85,807,892,High
14943,2012-09-19,Fall,2012,September,19,Rabu,Workingday,clear,0.56,0.5303,0.43,0.2239,72,539,611,High
14944,2012-09-19,Fall,2012,September,20,Rabu,Workingday,clear,0.52,0.5,0.48,0.1642,31,378,409,High
14945,2012-09-19,Fall,2012,September,21,Rabu,Workingday,clear,0.5,0.4848,0.59,0.1642,25,324,349,High
14946,2012-09-19,Fall,2012,September,22,Rabu,Workingday,clear,0.5,0.4848,0.63,0.0896,31,198,229,Middle
14947,2012-09-19,Fall,2012,September,23,Rabu,Workingday,clear,0.48,0.4697,0.67,0.0896,17,106,123,Middle
14948,2012-09-20,Fall,2012,September,0,Kamis,Workingday,clear,0.5,0.4848,0.63,0.0,12,46,58,Middle
14949,2012-09-20,Fall,2012,September,1,Kamis,Workingday,clear,0.46,0.4545,0.72,0.1045,4,14,18,Low
14950,2012-09-20,Fall,2012,September,2,Kamis,Workingday,clear,0.46,0.4545,0.72,0.0896,2,9,11,Low
14951,2012-09-20,Fall,2012,September,3,Kamis,Workingday,clear,0.44,0.4394,0.77,0.0,0,6,6,Low
14952,2012-09-20,Fall,2012,September,4,Kamis,Workingday,clear,0.44,0.4394,0.77,0.1045,0,6,6,Low
14953,2012-09-20,Fall,2012,September,5,Kamis,Workingday,clear,0.44,0.4394,0.77,0.1045,4,52,56,Middle
14954,2012-09-20,Fall,2012,September,6,Kamis,Workingday,clear,0.44,0.4394,0.77,0.0,9,161,170,Middle
14955,2012-09-20,Fall,2012,September,7,Kamis,Workingday,clear,0.46,0.4545,0.82,0.1045,20,514,534,High
14956,2012-09-20,Fall,2012,September,8,Kamis,Workingday,clear,0.5,0.4848,0.68,0.0896,44,746,790,High
14957,2012-09-20,Fall,2012,September,9,Kamis,Workingday,clear,0.56,0.5303,0.6,0.0896,25,330,355,High
14958,2012-09-20,Fall,2012,September,10,Kamis,Workingday,clear,0.58,0.5455,0.53,0.0896,33,157,190,Middle
